t,qx,qy,qz,qw,ax,ay,az,gx,gy,gz
1793.109585,-0.640238,0.764290,-0.066919,-0.038430,1.908635,-0.691627,-13.035122,0.042335,0.008418,-0.004012
1793.130490,-0.640125,0.764300,-0.068716,-0.036919,1.886636,-1.043275,-12.990573,0.034885,0.010546,-0.002948
1793.151055,-0.640039,0.764257,-0.070544,-0.035839,1.943890,-1.172525,-12.920012,0.010408,0.011611,-0.009333
1793.172030,-0.639876,0.764274,-0.072099,-0.035278,2.000109,-1.088868,-12.988316,-0.032161,-0.001160,-0.000819
1793.194371,-0.640001,0.764306,-0.070024,-0.036490,1.885693,-0.511462,-13.094926,-0.032161,-0.006481,0.003437
1793.235528,-0.640257,0.764300,-0.066770,-0.038175,1.826969,-0.357913,-12.985008,0.010408,-0.001160,0.003437
1793.256023,-0.640078,0.764366,-0.068324,-0.037101,1.936030,-1.393876,-12.867718,-0.015133,0.002033,0.002373
1793.276881,-0.639967,0.764378,-0.069711,-0.036161,1.933056,-1.042566,-13.053149,-0.025776,0.003097,-0.006141
1793.297515,-0.640099,0.764315,-0.068334,-0.037769,1.959251,-0.630272,-13.082445,-0.049188,-0.001160,-0.005076
1793.318174,-0.640247,0.764274,-0.066646,-0.039069,1.907017,-0.256102,-13.050948,-0.015133,-0.002224,-0.000819
1793.339155,-0.640345,0.764221,-0.065524,-0.040395,1.928494,-0.399280,-12.787489,0.014665,-0.001160,0.004502
1793.359713,-0.640286,0.764311,-0.065776,-0.039201,1.872371,-0.687578,-13.061440,0.035950,0.000968,0.006630
1793.380644,-0.640148,0.764314,-0.067788,-0.037945,1.963225,-1.054604,-13.053980,0.032757,0.006290,-0.000819
1793.401138,-0.640052,0.764305,-0.069367,-0.036870,1.927751,-0.973862,-13.007710,0.005087,0.008418,-0.006141
1793.421991,-0.640065,0.764199,-0.070027,-0.037593,1.972730,-0.787020,-12.959900,-0.013005,0.005225,-0.007205
1793.442517,-0.640071,0.764191,-0.069866,-0.037951,1.954171,-0.767862,-13.006476,-0.018326,0.002033,-0.000819
1793.463113,-0.640110,0.764181,-0.069063,-0.038957,1.968877,-0.680668,-12.989676,-0.014069,-0.003288,0.004502
1793.484121,-0.640088,0.764314,-0.068170,-0.038266,1.870729,-0.722245,-13.008916,-0.007684,-0.005417,0.007694
1793.504636,-0.640101,0.764312,-0.067770,-0.038807,1.927204,-0.679094,-12.931791,0.001894,-0.002224,0.004502
1793.526395,-0.640081,0.764377,-0.067719,-0.037933,1.882885,-0.741864,-13.021883,0.009344,0.000968,0.001309
1793.546936,-0.640040,0.764376,-0.068628,-0.036985,1.898163,-0.817846,-13.026308,0.013601,0.006290,-0.005076
1793.567537,-0.639966,0.764354,-0.069987,-0.036163,1.918641,-0.895906,-12.975866,0.004023,0.007354,-0.006141
1793.588576,-0.639957,0.764262,-0.070794,-0.036706,1.971720,-0.822895,-12.993950,-0.004491,0.004161,-0.005076
1793.609086,-0.640005,0.764249,-0.070137,-0.037390,1.950228,-0.749087,-13.024059,-0.009812,-0.001160,0.001309
1793.630034,-0.640013,0.764295,-0.069414,-0.037648,1.925077,-0.739921,-12.996819,-0.008748,-0.004353,0.005566
1793.650531,-0.640039,0.764361,-0.068313,-0.037878,1.891946,-0.684752,-13.003937,-0.002363,-0.002224,0.007694
1793.671081,-0.640023,0.764401,-0.068204,-0.037549,1.902107,-0.746904,-13.030512,0.002959,-0.000096,0.002373
1793.693172,-0.640001,0.764407,-0.068627,-0.037014,1.902574,-0.779049,-13.017200,0.008280,0.003097,-0.001884
1793.713661,-0.639926,0.764396,-0.069853,-0.036245,1.914718,-0.868182,-12.974854,0.007215,0.006290,-0.004012
1793.754653,-0.640126,0.764321,-0.068349,-0.037153,1.905386,-0.731855,-13.052436,0.002959,0.005225,-0.004012
1793.775484,-0.640169,0.764280,-0.068285,-0.037377,1.909249,-0.719337,-12.992327,0.030628,0.004161,0.000245
1793.796023,-0.640012,0.764343,-0.069783,-0.035982,1.881920,-1.045425,-12.981140,0.012537,0.005225,0.002373
1793.816587,-0.639835,0.764387,-0.071341,-0.035130,1.989374,-1.274304,-12.943648,-0.024711,-0.002224,0.001309
1793.837406,-0.639783,0.764481,-0.070942,-0.034840,1.903108,-0.880523,-13.114757,-0.048124,-0.005417,0.002373
1793.857908,-0.639922,0.764486,-0.068992,-0.036062,1.871181,-0.516961,-13.118906,-0.042803,-0.005417,-0.000819
1793.880041,-0.640059,0.764446,-0.067387,-0.037501,1.895953,-0.224142,-12.854513,-0.001298,-0.002224,0.002373
1793.900528,-0.640149,0.764447,-0.066218,-0.038011,1.876433,-0.573240,-13.150654,0.024243,0.000968,0.004502
1793.921233,-0.640014,0.764490,-0.067876,-0.036458,1.850750,-1.069230,-13.013173,0.028500,0.007354,0.000245
1793.942265,-0.639887,0.764486,-0.069472,-0.035762,1.999689,-1.222179,-13.104670,-0.033225,0.005225,-0.006141
1793.962874,-0.639985,0.764453,-0.068385,-0.036796,1.921403,-0.706208,-13.126631,-0.030032,0.000968,-0.002948
1793.983940,-0.640167,0.764328,-0.067171,-0.038448,1.973381,-0.316477,-12.756429,-0.002363,-0.002224,-0.006141
1794.004583,-0.640249,0.764360,-0.065594,-0.039141,1.806709,-0.234759,-13.102728,0.023179,-0.001160,0.009823
1794.026404,-0.640112,0.764368,-0.067432,-0.038089,1.924679,-0.794658,-12.973037,0.044463,0.002033,0.003437
1794.047111,-0.639921,0.764441,-0.069192,-0.036651,1.880998,-1.324744,-12.891619,0.021050,0.007354,0.005566
1794.068002,-0.639782,0.764476,-0.070535,-0.035773,1.999691,-1.563462,-13.164300,-0.045996,0.002033,-0.005076
1794.089249,-0.639929,0.764491,-0.068341,-0.037078,1.849354,-0.465968,-13.060177,-0.057702,-0.002224,-0.001884
1794.109848,-0.640057,0.764459,-0.066658,-0.038555,1.921452,-0.111860,-12.974967,-0.022583,-0.002224,0.001309
1794.131146,-0.640159,0.764432,-0.065431,-0.039471,1.869222,0.025939,-12.998261,0.051913,0.000968,0.008759
1794.152150,-0.640024,0.764470,-0.067211,-0.037923,1.908598,-0.818209,-13.082917,0.067876,0.002033,0.005566
1794.173061,-0.639829,0.764538,-0.069221,-0.036179,1.859499,-1.277549,-12.969211,0.057234,0.009482,0.007694
1794.194380,-0.639729,0.764505,-0.071111,-0.034966,1.933993,-1.430263,-12.876854,0.011472,0.011611,-0.008269
1794.215130,-0.639685,0.764412,-0.072698,-0.034543,2.038527,-1.205227,-13.016289,-0.039610,0.002033,-0.016783
1794.236659,-0.639861,0.764354,-0.070856,-0.036331,1.976114,-0.494776,-13.017864,-0.051317,-0.005417,-0.005076
1794.278904,-0.640036,0.764392,-0.067256,-0.039187,1.927332,-0.185665,-12.944194,-0.023647,-0.007545,0.007694
1794.299728,-0.639908,0.764408,-0.068524,-0.038773,1.969374,-0.754457,-13.044545,0.039142,-0.000096,0.008759
1794.320664,-0.639729,0.764511,-0.070001,-0.037000,1.855972,-1.097791,-13.001048,0.030628,0.004161,0.006630
1794.342068,-0.639619,0.764507,-0.071707,-0.035707,1.932615,-1.067113,-12.983230,0.014665,0.007354,-0.005076
1794.362888,-0.639671,0.764459,-0.072002,-0.035196,1.911336,-0.890005,-12.979934,-0.010876,0.007354,-0.013590
1794.384304,-0.639862,0.764299,-0.071088,-0.037014,2.007384,-0.674020,-12.968505,-0.020454,0.005225,-0.011462
1794.405142,-0.639951,0.764309,-0.069636,-0.038007,1.942850,-0.649992,-13.054817,-0.019390,-0.003288,0.003437
1794.426573,-0.639957,0.764440,-0.068034,-0.038183,1.859079,-0.632232,-12.976506,-0.005555,-0.007545,0.014080
1794.447521,-0.639940,0.764453,-0.067591,-0.038990,1.948094,-0.655679,-12.999789,0.011472,-0.003288,0.010887
1794.468491,-0.639865,0.764560,-0.067744,-0.037834,1.874525,-0.759380,-13.045124,0.017858,0.000968,0.006630
1794.489881,-0.639744,0.764546,-0.069566,-0.036855,1.945635,-0.937723,-12.964799,0.015729,0.005225,-0.002948
1794.510655,-0.639657,0.764512,-0.071100,-0.036133,1.953865,-0.935963,-12.988341,0.001894,0.006290,-0.006141
1794.532011,-0.639815,0.764396,-0.070439,-0.037060,1.942253,-0.757337,-12.974106,-0.014069,0.007354,-0.012526
1794.552885,-0.639920,0.764282,-0.069878,-0.038634,2.009801,-0.675218,-12.968371,-0.011941,0.002033,-0.004012
1794.573703,-0.639972,0.764347,-0.068478,-0.038997,1.909253,-0.635931,-13.024517,-0.003427,-0.004353,0.007694
1794.595067,-0.639913,0.764450,-0.068076,-0.038646,1.910424,-0.711854,-12.983124,0.006151,-0.004353,0.010887
1794.615809,-0.639807,0.764568,-0.068353,-0.037572,1.880064,-0.777704,-12.968160,0.010408,-0.002224,0.008759
1794.637244,-0.639702,0.764641,-0.069225,-0.036242,1.876009,-0.871916,-13.021087,0.007215,0.000968,0.001309
1794.658030,-0.639639,0.764622,-0.070337,-0.035609,1.913585,-0.881812,-12.988531,-0.000234,0.005225,-0.005076
1794.680699,-0.639754,0.764555,-0.069805,-0.036032,1.900419,-0.784307,-12.989738,-0.010876,0.006290,-0.009333
1794.701468,-0.639899,0.764437,-0.068957,-0.037549,1.968225,-0.640467,-13.016409,-0.006619,0.005225,-0.006141
1794.722302,-0.639949,0.764393,-0.068414,-0.038578,1.956736,-0.674908,-12.998647,-0.000234,0.000968,0.002373
1794.743899,-0.639844,0.764502,-0.068743,-0.037572,1.896844,-0.785451,-12.987433,0.007215,-0.003288,0.007694
1794.764829,-0.639703,0.764594,-0.069555,-0.036593,1.905814,-0.842496,-13.003592,0.006151,-0.002224,0.007694
1794.786150,-0.639608,0.764665,-0.070046,-0.035817,1.892770,-0.844299,-12.981396,0.000830,-0.000096,0.004502
1794.806859,-0.639661,0.764611,-0.069878,-0.036329,1.921979,-0.782026,-12.995054,-0.003427,0.004161,-0.004012
1794.827683,-0.639751,0.764553,-0.069421,-0.036838,1.920330,-0.756129,-13.016437,-0.004491,0.004161,-0.006141
1794.849019,-0.639816,0.764493,-0.069232,-0.037329,1.930020,-0.751973,-12.997306,-0.002363,0.004161,-0.005076
1794.869761,-0.639899,0.764456,-0.068472,-0.038050,1.925725,-0.686631,-12.986106,0.000830,0.000968,-0.000819
1794.891026,-0.639840,0.764432,-0.069112,-0.038357,1.963777,-0.752683,-12.980715,0.006151,-0.000096,0.003437
1794.912368,-0.639741,0.764516,-0.069673,-0.037326,1.918563,-0.824251,-13.040772,0.006151,-0.001160,0.004502
1794.933285,-0.639659,0.764605,-0.069992,-0.036290,1.890115,-0.846663,-13.022924,-0.000234,-0.000096,0.003437
1794.954632,-0.639693,0.764584,-0.069729,-0.036625,1.916065,-0.777834,-12.974072,-0.007684,0.002033,-0.001884
1794.975459,-0.639804,0.764517,-0.068952,-0.037561,1.935261,-0.699600,-13.019634,-0.003427,0.003097,-0.004012
1794.996795,-0.639826,0.764508,-0.068917,-0.037421,1.915604,-0.762119,-13.015142,0.000830,0.003097,-0.002948
1795.017719,-0.639805,0.764488,-0.069285,-0.037515,1.939766,-0.770361,-13.009220,0.005087,0.002033,0.000245
1795.039011,-0.639738,0.764533,-0.069730,-0.036903,1.912837,-0.809114,-12.972791,0.002959,-0.000096,0.002373
1795.060667,-0.639698,0.764578,-0.069791,-0.036565,1.907832,-0.798595,-12.984108,0.001894,-0.000096,0.003437
1795.081468,-0.639633,0.764568,-0.070483,-0.036562,1.943018,-0.826161,-12.980521,-0.002363,0.000968,0.001309
1795.102749,-0.639656,0.764586,-0.070125,-0.036494,1.915879,-0.797628,-13.036109,-0.006619,0.000968,-0.000819
1795.123475,-0.639740,0.764537,-0.069443,-0.037342,1.932235,-0.722407,-12.973618,-0.004491,0.002033,-0.001884
1795.144823,-0.639833,0.764500,-0.068639,-0.037968,1.918671,-0.693564,-12.975352,0.001894,0.003097,-0.001884
1795.165559,-0.639790,0.764497,-0.069251,-0.037639,1.935187,-0.785841,-13.002751,0.005087,0.002033,-0.000819
1795.186820,-0.639685,0.764554,-0.070091,-0.036707,1.912114,-0.848809,-12.971053,0.004023,0.002033,0.002373
1795.207671,-0.639636,0.764544,-0.070621,-0.036767,1.948878,-0.819198,-12.990130,-0.001298,0.000968,0.001309
1795.228516,-0.639720,0.764543,-0.069594,-0.037275,1.917393,-0.720479,-13.033548,-0.003427,0.002033,0.000245
1795.249851,-0.639710,0.764546,-0.069729,-0.037132,1.923345,-0.787641,-12.980515,-0.001298,0.002033,-0.000819
1795.270602,-0.639703,0.764536,-0.069823,-0.037283,1.936415,-0.779395,-12.987566,-0.001298,0.002033,0.000245
1795.291549,-0.639732,0.764541,-0.069419,-0.037430,1.921600,-0.754560,-13.003407,-0.001298,0.003097,0.000245
1795.313265,-0.639776,0.764568,-0.068687,-0.037468,1.899592,-0.729672,-13.017118,0.000830,0.002033,0.001309
1795.334031,-0.639700,0.764595,-0.069474,-0.036770,1.918660,-0.827628,-13.032310,0.004023,0.002033,0.000245
1795.355587,-0.639629,0.764606,-0.070228,-0.036344,1.922745,-0.835657,-12.974843,-0.000234,0.000968,0.000245
1795.376392,-0.639672,0.764638,-0.069503,-0.036302,1.888054,-0.771925,-13.020376,-0.005555,-0.000096,0.000245
1795.397925,-0.639784,0.764596,-0.068400,-0.037283,1.906263,-0.663649,-12.981842,-0.002363,0.002033,-0.000819
1795.418752,-0.639778,0.764585,-0.068531,-0.037376,1.917959,-0.752194,-13.004821,0.002959,0.002033,0.000245
1795.440344,-0.639682,0.764613,-0.069533,-0.036583,1.916536,-0.842873,-13.017461,0.002959,0.002033,0.000245
1795.461197,-0.639676,0.764613,-0.069585,-0.036595,1.914858,-0.787988,-12.992653,-0.000234,0.000968,0.000245
1795.481958,-0.639738,0.764592,-0.069000,-0.037049,1.908342,-0.734513,-12.975066,-0.000234,0.000968,-0.000819
1795.503117,-0.639740,0.764556,-0.069205,-0.037387,1.929254,-0.760210,-12.947113,0.000830,0.002033,-0.000819
1795.523654,-0.639717,0.764557,-0.069433,-0.037347,1.929220,-0.779343,-12.985435,-0.002363,0.000968,0.000245
1795.544685,-0.639717,0.764576,-0.069216,-0.037345,1.912341,-0.760638,-12.961903,-0.003427,0.000968,0.001309
1795.565216,-0.639770,0.764625,-0.068278,-0.037153,1.861172,-0.718225,-12.993984,0.000830,0.002033,0.001309
1795.585778,-0.639735,0.764591,-0.068875,-0.037355,1.937417,-0.768865,-12.998683,0.005087,0.002033,0.000245
1795.606867,-0.639652,0.764618,-0.069719,-0.036653,1.918905,-0.836689,-13.011721,0.001894,0.002033,0.000245
1795.627435,-0.639646,0.764652,-0.069586,-0.036308,1.895611,-0.799510,-13.016524,-0.002363,0.002033,0.000245
1795.648466,-0.639721,0.764613,-0.068834,-0.037213,1.922337,-0.705949,-12.987736,-0.003427,0.000968,0.000245
1795.669147,-0.639756,0.764596,-0.068489,-0.037621,1.916622,-0.724941,-12.977588,-0.000234,0.000968,0.000245
1795.691005,-0.639662,0.764597,-0.069570,-0.037194,1.936984,-0.818691,-12.971559,0.000830,0.000968,0.000245
1795.711969,-0.639628,0.764562,-0.070112,-0.037494,1.962917,-0.791704,-12.998003,-0.001298,0.000968,0.000245
1795.732809,-0.639659,0.764589,-0.069597,-0.037366,1.907445,-0.759775,-12.973975,-0.000234,0.002033,0.000245
1795.754042,-0.639691,0.764624,-0.069106,-0.037022,1.893860,-0.765193,-13.038285,0.000830,0.003097,-0.000819
1795.774800,-0.639617,0.764641,-0.069938,-0.036378,1.918991,-0.845174,-13.013716,0.000830,0.002033,-0.000819
1795.796049,-0.639598,0.764609,-0.070271,-0.036728,1.945048,-0.801195,-12.992244,-0.002363,0.000968,0.000245
1795.816818,-0.639668,0.764581,-0.069553,-0.037460,1.941466,-0.726580,-13.037220,-0.002363,0.000968,0.000245
1795.838079,-0.639714,0.764585,-0.068982,-0.037641,1.917757,-0.734086,-13.003258,0.000830,-0.001160,0.000245
1795.858802,-0.639629,0.764641,-0.069662,-0.036691,1.902211,-0.839965,-12.999077,0.002959,0.002033,0.001309
1795.879659,-0.639569,0.764665,-0.070274,-0.036059,1.904936,-0.846153,-12.961916,-0.001298,0.002033,-0.000819
1795.901075,-0.639628,0.764669,-0.069510,-0.036412,1.896504,-0.755281,-12.985223,-0.003427,0.002033,0.000245
1795.921864,-0.639692,0.764655,-0.068806,-0.036929,1.902142,-0.725233,-12.987555,-0.000234,0.002033,0.000245
1795.943209,-0.639658,0.764686,-0.069112,-0.036277,1.890837,-0.809506,-13.029297,0.001894,0.002033,-0.000819
1795.964143,-0.639559,0.764664,-0.070292,-0.036218,1.946845,-0.847971,-12.985360,-0.000234,0.002033,0.001309
1795.985027,-0.639334,0.764735,-0.072243,-0.034843,1.977958,-1.631999,-12.943582,0.028500,0.004161,0.008759
1796.006335,-0.638690,0.765142,-0.074661,-0.032532,1.345872,-4.145976,-12.898223,0.117895,0.014803,0.064098
1796.027165,-0.639105,0.764504,-0.078692,-0.029772,2.127046,-3.522247,-13.188227,0.277529,0.029703,-0.064673
1796.048545,-0.639750,0.763756,-0.081291,-0.028073,2.669425,-2.699220,-12.023221,0.122152,-0.058628,-0.089150
1796.069381,-0.640103,0.763746,-0.078405,-0.028512,1.656851,-0.579144,-13.657447,-0.073666,-0.050114,-0.022104
1796.090635,-0.640111,0.764050,-0.074410,-0.030784,1.297208,0.977196,-13.330240,-0.236492,-0.019252,0.013015
1796.111472,-0.640809,0.763572,-0.072313,-0.033047,2.343498,0.602264,-12.386017,-0.101336,-0.033087,-0.071058
1796.132310,-0.641124,0.763444,-0.070411,-0.034011,1.898171,0.606068,-13.573798,0.000830,-0.038408,-0.015719
1796.153644,-0.641178,0.763578,-0.068040,-0.034789,1.293625,0.457985,-13.162502,-0.037482,-0.004353,0.011951
1796.174440,-0.640772,0.763960,-0.066347,-0.037069,2.139779,0.003152,-13.176932,-0.082179,0.003097,0.063034
1796.195880,-0.640142,0.764563,-0.064854,-0.038160,1.761054,0.023389,-12.653983,0.016793,0.006290,0.096025
1796.216682,-0.640157,0.764493,-0.064931,-0.039160,2.107443,-0.010372,-13.185721,0.130666,0.017996,0.018337
1796.237513,-0.640571,0.764172,-0.064172,-0.039901,1.946376,-0.125969,-13.222771,0.093418,-0.003288,-0.029554
1796.259105,-0.641049,0.763891,-0.063417,-0.038789,1.757922,-0.619489,-12.991136,0.015729,0.005225,-0.052966
1796.279790,-0.641379,0.763511,-0.065106,-0.038019,1.908781,-0.939881,-12.911335,-0.009812,0.008418,-0.061480
1796.301532,-0.641179,0.763597,-0.066957,-0.036400,1.823487,-1.664172,-12.925953,0.026371,0.003097,0.006630
1796.322327,-0.640689,0.763901,-0.068777,-0.035251,1.941164,-1.320605,-13.047657,0.005087,0.007354,0.041750
1796.343168,-0.640416,0.763952,-0.070543,-0.035615,2.197100,-1.090031,-12.993548,-0.028968,-0.008610,0.016208
1796.365025,-0.640332,0.764050,-0.070021,-0.036046,1.916157,-0.790094,-12.981833,-0.019390,-0.009674,0.014080
1796.385782,-0.640327,0.764179,-0.068276,-0.036752,1.797437,-0.440574,-13.054731,0.000830,0.002033,0.019401
1796.406919,-0.640344,0.764050,-0.068519,-0.038614,2.082346,-0.618845,-12.979131,0.010408,0.004161,0.003437
1796.427531,-0.640531,0.763891,-0.069474,-0.036922,1.776097,-1.114199,-12.938894,0.000830,0.003097,-0.039132
1796.448157,-0.640439,0.763874,-0.071099,-0.035781,1.940696,-1.148117,-12.994794,-0.000234,0.006290,-0.008269
1796.469206,-0.640319,0.763851,-0.071974,-0.036652,2.007967,-0.843474,-12.998947,-0.008748,0.005225,0.008759
1796.489726,-0.640426,0.763876,-0.070368,-0.037360,1.899632,-0.625864,-13.008668,-0.007684,-0.003288,0.003437
1796.511233,-0.640452,0.764008,-0.068559,-0.037586,1.794830,-0.527382,-13.058087,0.007215,-0.002224,0.015144
1796.531766,-0.640321,0.764007,-0.069952,-0.037270,1.968238,-0.833761,-12.994771,0.013601,-0.000096,0.004502
1796.552694,-0.640200,0.764059,-0.071280,-0.035738,1.885887,-1.088145,-13.001663,0.007215,-0.000096,-0.001884
1796.573254,-0.640114,0.764132,-0.072044,-0.034146,1.813916,-1.075095,-12.963105,-0.007684,0.002033,-0.004012
1796.593874,-0.640262,0.764068,-0.070748,-0.035487,1.924333,-0.673535,-12.991482,-0.016198,0.004161,-0.004012
1796.614724,-0.640440,0.763998,-0.069278,-0.036655,1.890565,-0.538861,-12.954672,-0.002363,0.004161,-0.005076
1796.635236,-0.640494,0.763953,-0.068921,-0.037307,1.928473,-0.720570,-12.994004,0.010408,0.002033,0.000245
1796.656141,-0.640349,0.764035,-0.070098,-0.035920,1.889963,-0.923116,-13.000544,0.014665,-0.001160,0.004502
1796.676677,-0.640184,0.764093,-0.071562,-0.034724,1.909576,-1.036424,-12.961623,0.005087,-0.000096,0.003437
1796.697225,-0.640060,0.764155,-0.072429,-0.033845,1.898871,-0.956383,-12.984526,-0.003427,0.002033,0.003437
1796.718095,-0.640104,0.764186,-0.071539,-0.034184,1.889857,-0.833862,-13.038931,-0.010876,0.000968,0.002373
1796.738604,-0.640248,0.764157,-0.070107,-0.035103,1.875971,-0.681259,-13.050917,-0.008748,0.004161,-0.002948
1796.759456,-0.640373,0.764100,-0.069067,-0.036103,1.899220,-0.690785,-13.004613,-0.001298,0.004161,-0.002948
1796.779951,-0.640402,0.764076,-0.069182,-0.035860,1.887256,-0.795488,-13.001552,0.006151,0.003097,-0.005076
1796.800867,-0.640256,0.764085,-0.070816,-0.035090,1.937283,-0.955207,-12.986854,0.006151,0.000968,0.001309
1796.821363,-0.640144,0.764121,-0.071663,-0.034619,1.917421,-0.902319,-12.989866,-0.000234,0.000968,0.004502
1796.841932,-0.640212,0.764172,-0.070503,-0.034631,1.853319,-0.791765,-13.039648,-0.005555,-0.000096,0.001309
1796.862840,-0.640270,0.764151,-0.069872,-0.035295,1.893200,-0.774236,-12.973809,-0.004491,0.002033,0.000245
1796.883353,-0.640323,0.764148,-0.069282,-0.035552,1.884372,-0.773532,-13.034671,-0.002363,0.002033,-0.000819
1796.904214,-0.640246,0.764159,-0.070231,-0.034822,1.891947,-0.885692,-12.997391,-0.000234,0.000968,-0.001884
1796.924711,-0.640257,0.764197,-0.069897,-0.034482,1.858666,-0.827378,-13.021270,-0.000234,0.002033,0.000245
1796.945345,-0.640279,0.764170,-0.069713,-0.035041,1.898041,-0.793062,-13.001299,0.001894,0.000968,0.001309
1796.966188,-0.640260,0.764120,-0.070192,-0.035510,1.921390,-0.813546,-12.959252,0.004023,0.002033,0.000245
1796.986728,-0.640163,0.764162,-0.071020,-0.034692,1.895769,-0.903728,-12.996462,-0.000234,0.000968,0.001309
1797.009128,-0.640088,0.764201,-0.071555,-0.034120,1.893331,-0.898822,-12.993201,-0.004491,0.002033,0.001309
1797.029725,-0.640192,0.764204,-0.070348,-0.034610,1.866271,-0.763778,-13.029774,-0.004491,0.000968,-0.000819
1797.051553,-0.640213,0.764156,-0.070387,-0.035197,1.916318,-0.813443,-12.998596,-0.000234,0.002033,-0.000819
1797.072170,-0.640093,0.764204,-0.071531,-0.033995,1.876431,-0.978783,-12.966477,0.004023,0.002033,0.000245
1797.092818,-0.639809,0.764311,-0.073576,-0.032552,1.991492,-1.899738,-12.827978,0.042335,-0.001160,0.017272
1797.113906,-0.639387,0.764449,-0.076928,-0.029724,1.761281,-4.279199,-12.809577,0.221125,0.007354,0.040685
1797.134782,-0.639888,0.763761,-0.080276,-0.027714,2.128928,-2.571359,-13.034524,0.179620,0.027574,-0.080636
1797.155762,-0.640208,0.763403,-0.081339,-0.027090,2.909935,-2.398836,-12.531789,-0.032161,-0.106518,-0.048710
1797.176302,-0.639865,0.763878,-0.080034,-0.025643,0.889460,-1.932179,-13.306121,-0.120492,-0.023509,0.032172
1797.196932,-0.640391,0.763757,-0.076864,-0.025806,1.589300,-0.996567,-12.644123,-0.148161,-0.045857,-0.055095
1797.217795,-0.641148,0.763078,-0.076333,-0.028539,2.130762,-1.068940,-13.530838,-0.135391,-0.001160,-0.095535
1797.238366,-0.640913,0.763284,-0.075614,-0.030182,1.887137,-1.025754,-12.707649,-0.148161,-0.009674,0.024722
1797.259660,-0.640366,0.763733,-0.075815,-0.029927,1.870081,-1.236923,-13.110723,-0.144969,0.025446,0.041750
1797.280264,-0.639945,0.764211,-0.074811,-0.029246,1.695446,-1.070375,-12.530471,-0.118363,0.010546,0.041750
1797.301231,-0.639664,0.764607,-0.073447,-0.028481,1.590578,-1.005407,-13.004526,-0.049188,0.030767,0.034300
1797.321836,-0.639695,0.764662,-0.072285,-0.029279,1.469007,-0.289655,-12.684273,0.041271,0.064822,0.010887
1797.342416,-0.639831,0.764460,-0.072455,-0.031105,2.402551,-0.378315,-13.174952,0.044463,0.010546,-0.005076
1797.363358,-0.640097,0.764160,-0.072286,-0.033328,2.026404,-0.654461,-12.785945,0.004023,0.037152,-0.024232
1797.383862,-0.640331,0.764049,-0.072087,-0.031767,1.471963,-1.205730,-13.663114,-0.001298,0.038216,-0.038067
1797.404758,-0.640700,0.763563,-0.073852,-0.031946,2.332422,-1.367368,-13.183245,-0.017262,-0.022445,-0.062545
1797.425267,-0.640893,0.763324,-0.074787,-0.031613,2.064202,-1.374138,-13.244139,-0.092822,-0.027766,-0.046581
1797.445958,-0.641233,0.762971,-0.075288,-0.032042,2.079204,-1.162253,-12.253617,-0.115170,-0.088426,-0.056159
1797.467452,-0.641666,0.762867,-0.072492,-0.032294,1.387256,-0.267845,-13.368106,-0.059831,-0.029894,-0.033810
1797.488348,-0.642125,0.762580,-0.070524,-0.034254,2.412022,0.130728,-12.843516,-0.086436,-0.073527,-0.039132
1797.509290,-0.642741,0.762311,-0.067836,-0.034130,1.747490,-0.689041,-13.412145,-0.074730,-0.054371,-0.061480
1797.529792,-0.643745,0.761645,-0.066245,-0.033181,1.699795,-0.712389,-12.865511,0.013601,-0.057564,-0.113627
1797.550394,-0.644261,0.761376,-0.064495,-0.032791,1.579700,-0.568525,-13.144167,0.014665,-0.010738,-0.049774
1797.572238,-0.644386,0.761245,-0.065575,-0.031180,1.711543,-1.015892,-13.255214,-0.000234,0.000968,-0.029554
1797.592816,-0.644263,0.761204,-0.067049,-0.031587,1.763620,-0.820036,-12.495387,0.001894,0.007354,0.004502
1797.613773,-0.644257,0.761117,-0.067830,-0.032147,1.767739,-0.791523,-12.725599,0.024243,0.040345,-0.002948
1797.634215,-0.644310,0.761113,-0.066756,-0.033390,1.903568,-0.076626,-13.784267,0.035950,0.025446,0.010887
1797.655332,-0.644735,0.760553,-0.068421,-0.034577,2.155194,-0.885680,-12.617069,-0.010876,-0.002224,-0.064673
1797.675869,-0.645190,0.760291,-0.066725,-0.035135,1.961799,-0.607946,-14.269131,-0.008748,-0.021380,-0.041260
1797.696511,-0.645178,0.760232,-0.068000,-0.034180,1.693010,-0.963574,-11.636760,-0.031097,-0.018188,-0.016783
1797.717566,-0.645879,0.759592,-0.067896,-0.035348,2.356939,-0.617102,-14.654334,0.052977,-0.056500,-0.072123
1797.738084,-0.646027,0.759630,-0.066346,-0.034769,1.159783,-0.364260,-11.461602,0.022115,0.017996,-0.005076
1797.760041,-0.646315,0.759290,-0.066642,-0.036252,2.133514,-0.654291,-13.647670,0.021050,-0.033087,-0.027425
1797.780746,-0.646395,0.759176,-0.068079,-0.034510,1.817337,-0.948196,-12.947258,0.041271,-0.009674,-0.023168
1797.801334,-0.646745,0.759011,-0.066868,-0.033935,1.465526,-0.544983,-11.863544,0.048720,0.017996,-0.030618
1797.822399,-0.647279,0.758508,-0.067839,-0.033052,2.019484,-1.232320,-13.037088,-0.053445,-0.080977,-0.081701
1797.842961,-0.647652,0.758376,-0.066633,-0.031196,1.151336,-1.046529,-12.477316,-0.053445,-0.040536,-0.049774
