t,qx,qy,qz,qw,ax,ay,az,gx,gy,gz
1355.010080,-0.701800,0.711964,-0.019953,0.013675,0.089129,-0.601876,-13.166408,-0.000234,0.000968,0.000245
1355.030945,-0.701792,0.711969,-0.019859,0.013885,0.097748,-0.636398,-13.195448,-0.000234,0.002033,0.000245
1355.052021,-0.701783,0.711949,-0.020814,0.013980,0.147704,-0.685191,-13.176181,-0.001298,0.002033,0.000245
1355.073745,-0.701788,0.711948,-0.020909,0.013658,0.140954,-0.644129,-13.215026,-0.000234,0.002033,0.000245
1355.094664,-0.701793,0.711957,-0.020600,0.013395,0.127727,-0.621412,-13.177307,-0.000234,0.002033,0.000245
1355.116265,-0.701778,0.711958,-0.020742,0.013900,0.112521,-0.666474,-13.194806,0.000830,0.002033,0.000245
1355.137239,-0.701783,0.711952,-0.021027,0.013509,0.153234,-0.645487,-13.177759,-0.001298,0.002033,0.000245
1355.158878,-0.701786,0.711966,-0.020523,0.013416,0.116868,-0.620362,-13.182464,-0.000234,0.000968,0.000245
1355.179794,-0.701798,0.711968,-0.020407,0.012814,0.150347,-0.602025,-13.173850,-0.000234,0.002033,0.000245
1355.200880,-0.701783,0.711957,-0.021058,0.013204,0.148571,-0.673987,-13.206324,-0.000234,0.002033,0.000245
1355.222487,-0.701768,0.711953,-0.021177,0.014035,0.107930,-0.688333,-13.201111,-0.000234,0.000968,-0.000819
1355.243439,-0.701780,0.711957,-0.020993,0.013483,0.145854,-0.624722,-13.167058,-0.000234,0.000968,0.000245
1355.265027,-0.701779,0.711981,-0.020367,0.013227,0.118041,-0.604029,-13.158224,-0.000234,0.000968,0.001309
1355.286059,-0.701776,0.711980,-0.020494,0.013221,0.134084,-0.633805,-13.146870,-0.000234,0.000968,0.000245
1355.307251,-0.701770,0.711977,-0.020736,0.013361,0.135292,-0.648964,-13.172270,-0.000234,0.000968,0.000245
1355.328876,-0.701770,0.711974,-0.020944,0.013195,0.148415,-0.641755,-13.173338,-0.001298,0.002033,0.000245
1355.349766,-0.701758,0.711997,-0.020430,0.013347,0.107514,-0.620525,-13.144787,0.000830,0.002033,0.001309
1355.371310,-0.701749,0.712013,-0.019956,0.013730,0.086977,-0.628640,-13.175974,-0.000234,0.002033,0.000245
1355.392228,-0.701726,0.712005,-0.020487,0.014475,0.099629,-0.695466,-13.197511,-0.000234,0.002033,0.000245
1355.413383,-0.701732,0.711996,-0.020885,0.014089,0.143691,-0.656595,-13.187081,-0.000234,0.000968,0.000245
1355.434990,-0.701730,0.712013,-0.020310,0.014143,0.092997,-0.632369,-13.180355,-0.001298,0.000968,0.000245
1355.456903,-0.701716,0.712003,-0.020858,0.014518,0.116593,-0.685957,-13.159383,-0.000234,0.002033,0.000245
1355.478859,-0.701722,0.711987,-0.021259,0.014435,0.133268,-0.676435,-13.163996,-0.000234,0.002033,-0.000819
1355.499767,-0.701734,0.712003,-0.020626,0.013987,0.113312,-0.615095,-13.166199,-0.000234,0.000968,0.000245
1355.521367,-0.701728,0.712014,-0.020301,0.014184,0.095493,-0.643355,-13.185719,-0.000234,0.000968,0.000245
1355.542247,-0.701729,0.712032,-0.019656,0.014160,0.079426,-0.614947,-13.202948,-0.000234,0.000968,0.000245
1355.563245,-0.701734,0.712007,-0.020463,0.014036,0.141449,-0.667292,-13.181933,-0.000234,0.002033,-0.000819
1355.584934,-0.701733,0.712020,-0.020250,0.013678,0.121697,-0.620254,-13.178747,0.000830,0.000968,0.001309
1355.605782,-0.701727,0.712043,-0.019703,0.013639,0.093810,-0.608740,-13.196808,-0.000234,0.000968,0.001309
1355.627405,-0.701713,0.712033,-0.020324,0.013993,0.118679,-0.669609,-13.177844,-0.000234,0.003097,0.000245
1355.648454,-0.701705,0.712015,-0.021161,0.014056,0.148989,-0.686094,-13.165416,-0.000234,0.002033,0.000245
1355.669485,-0.701708,0.712014,-0.021249,0.013780,0.143648,-0.652986,-13.187242,-0.001298,0.002033,0.000245
1355.691075,-0.701697,0.712031,-0.020735,0.014255,0.088307,-0.655926,-13.204393,-0.000234,0.000968,0.000245
1355.711958,-0.701684,0.712052,-0.020353,0.014421,0.089590,-0.645442,-13.173954,-0.000234,0.002033,0.001309
1355.733552,-0.701692,0.712049,-0.020511,0.013961,0.132759,-0.638143,-13.172835,-0.000234,0.002033,0.000245
1355.754446,-0.701695,0.712044,-0.020721,0.013690,0.138939,-0.642447,-13.154633,-0.000234,0.000968,0.000245
1355.776076,-0.701698,0.712058,-0.020247,0.013545,0.110786,-0.618166,-13.189887,-0.001298,0.002033,0.000245
1355.797055,-0.701693,0.712063,-0.020154,0.013703,0.108715,-0.634448,-13.169055,0.001894,0.000968,0.000245
1355.818106,-0.701678,0.712055,-0.020653,0.014098,0.118652,-0.677322,-13.195307,-0.000234,0.003097,0.000245
1355.839833,-0.701681,0.712048,-0.020989,0.013817,0.143776,-0.653693,-13.169402,-0.000234,0.002033,0.000245
1355.860857,-0.701678,0.712071,-0.020444,0.013620,0.112300,-0.615539,-13.138913,-0.000234,0.000968,0.001309
1355.882465,-0.701672,0.712077,-0.020295,0.013811,0.107434,-0.641125,-13.192541,-0.000234,0.000968,0.000245
1355.903353,-0.701652,0.712078,-0.020743,0.014115,0.121346,-0.672254,-13.143215,-0.000234,0.002033,0.001309
1355.925184,-0.701658,0.712085,-0.020494,0.013803,0.121722,-0.629004,-13.190227,-0.000234,0.000968,0.000245
1355.946057,-0.701660,0.712095,-0.020148,0.013722,0.107490,-0.621893,-13.150662,-0.000234,0.000968,0.000245
1355.967043,-0.701658,0.712099,-0.020061,0.013724,0.110991,-0.631198,-13.182180,-0.000234,0.000968,0.000245
1355.988859,-0.701662,0.712080,-0.020634,0.013659,0.140086,-0.656602,-13.187201,-0.000234,0.003097,-0.000819
1356.009783,-0.701664,0.712065,-0.021295,0.013350,0.170260,-0.659757,-13.171808,-0.000234,0.002033,0.000245
1356.031731,-0.701663,0.712087,-0.020511,0.013438,0.102406,-0.616781,-13.183107,-0.000234,0.000968,0.000245
1356.052680,-0.701649,0.712082,-0.020896,0.013858,0.124623,-0.674938,-13.196400,-0.000234,0.002033,0.000245
1356.074434,-0.701652,0.712060,-0.021531,0.013793,0.157093,-0.678551,-13.197528,-0.000234,0.002033,-0.000819
1356.095345,-0.701663,0.712076,-0.020902,0.013392,0.128630,-0.612581,-13.206156,-0.000234,0.000968,0.000245
1356.116509,-0.701658,0.712085,-0.020909,0.013199,0.144570,-0.636475,-13.199814,-0.001298,0.000968,0.001309
1356.138188,-0.701644,0.712111,-0.020337,0.013449,0.100333,-0.622944,-13.144919,-0.000234,0.002033,0.001309
1356.159125,-0.701628,0.712103,-0.020851,0.013893,0.125921,-0.678312,-13.187898,0.000830,0.002033,0.000245
1356.180989,-0.701620,0.712108,-0.020800,0.014108,0.112457,-0.659158,-13.191572,-0.000234,0.002033,0.000245
1356.201959,-0.701623,0.712129,-0.020247,0.013679,0.114207,-0.607565,-13.198552,-0.000234,0.000968,0.001309
1356.223736,-0.701617,0.712123,-0.020616,0.013749,0.129502,-0.653092,-13.147354,0.000830,0.002033,0.000245
1356.244676,-0.701609,0.712123,-0.020754,0.013984,0.118570,-0.661222,-13.179406,-0.000234,0.000968,0.000245
1356.265741,-0.701607,0.712122,-0.020888,0.013928,0.129220,-0.655584,-13.193544,-0.000234,0.002033,0.000245
1356.287505,-0.701614,0.712143,-0.020069,0.013724,0.096308,-0.603263,-13.173228,-0.000234,-0.000096,0.000245
1356.308593,-0.701585,0.712143,-0.020589,0.014357,0.106850,-0.689075,-13.184497,-0.000234,0.002033,0.001309
1356.330304,-0.701581,0.712127,-0.021064,0.014685,0.116583,-0.689797,-13.167522,0.000830,0.002033,-0.000819
1356.351357,-0.701593,0.712135,-0.020768,0.014146,0.125204,-0.632064,-13.213714,-0.000234,0.002033,0.000245
1356.373266,-0.701591,0.712162,-0.020031,0.013932,0.094053,-0.608951,-13.161181,-0.000234,0.000968,0.001309
1356.394285,-0.701597,0.712154,-0.020384,0.013521,0.143728,-0.632386,-13.139488,-0.000234,0.000968,0.000245
1356.415700,-0.701587,0.712144,-0.020685,0.014080,0.110273,-0.674667,-13.186209,0.000830,0.002033,-0.000819
1356.438547,-0.701589,0.712137,-0.020999,0.013846,0.141258,-0.656732,-13.191904,-0.001298,0.000968,0.000245
1356.460770,-0.701596,0.712143,-0.020821,0.013527,0.134899,-0.632951,-13.202668,-0.000234,0.000968,0.000245
1356.482630,-0.701596,0.712159,-0.020473,0.013134,0.133497,-0.612307,-13.196509,-0.001298,0.000968,0.001309
1356.503750,-0.701603,0.712150,-0.020632,0.013055,0.142153,-0.634008,-13.197630,0.000830,0.002033,-0.000819
1356.527856,-0.701577,0.712150,-0.020916,0.013928,0.110536,-0.678586,-13.153978,-0.000234,0.002033,0.000245
1356.548850,-0.701582,0.712176,-0.020184,0.013456,0.111774,-0.592508,-13.176749,-0.000234,0.002033,0.001309
1356.569847,-0.701583,0.712165,-0.020447,0.013561,0.126830,-0.646673,-13.176215,0.000830,0.002033,-0.000819
1356.592081,-0.701578,0.712158,-0.020866,0.013573,0.140132,-0.656403,-13.180086,-0.000234,0.002033,0.000245
1356.613536,-0.701576,0.712163,-0.020732,0.013606,0.123069,-0.641030,-13.189648,0.000830,0.002033,0.000245
1356.635137,-0.701567,0.712172,-0.020557,0.013900,0.106364,-0.649415,-13.187460,-0.000234,0.002033,0.000245
1356.656090,-0.701568,0.712174,-0.020537,0.013745,0.125435,-0.638653,-13.190861,-0.000234,0.000968,0.000245
1356.677819,-0.701554,0.712168,-0.020964,0.014134,0.122384,-0.679291,-13.179664,-0.000234,0.002033,0.000245
1356.698842,-0.701551,0.712171,-0.020924,0.014151,0.119431,-0.660170,-13.228090,-0.001298,0.002033,0.000245
1356.721787,-0.701568,0.712176,-0.020668,0.013402,0.143276,-0.612831,-13.172420,-0.000234,0.000968,0.000245
1356.742700,-0.701552,0.712177,-0.020860,0.013914,0.114944,-0.672715,-13.202757,-0.000234,0.002033,0.000245
1356.763769,-0.701545,0.712173,-0.020886,0.014412,0.101831,-0.676084,-13.193550,0.000830,0.002033,-0.000819
1356.785500,-0.701557,0.712189,-0.020263,0.013935,0.108274,-0.609784,-13.191530,-0.000234,0.002033,0.000245
1356.806410,-0.701556,0.712212,-0.019664,0.013661,0.097459,-0.598417,-13.172217,-0.000234,0.000968,0.001309
1356.828065,-0.701548,0.712209,-0.019924,0.013876,0.108807,-0.645438,-13.174499,-0.000234,0.000968,0.000245
1356.849013,-0.701555,0.712197,-0.020162,0.013742,0.124150,-0.639019,-13.203945,0.000830,0.002033,-0.000819
1356.870086,-0.701561,0.712207,-0.020070,0.013096,0.141724,-0.601697,-13.205014,-0.000234,0.000968,0.001309
1356.891712,-0.701556,0.712213,-0.019918,0.013241,0.112099,-0.621475,-13.179013,-0.000234,0.000968,0.000245
1356.912848,-0.701541,0.712208,-0.020320,0.013715,0.116113,-0.662727,-13.190104,-0.000234,0.000968,0.000245
1356.934627,-0.701526,0.712196,-0.020986,0.014076,0.130883,-0.683954,-13.174425,0.000830,0.002033,0.000245
1356.955696,-0.701513,0.712209,-0.020889,0.014209,0.112594,-0.658563,-13.170229,-0.000234,0.002033,0.001309
1356.976818,-0.701524,0.712218,-0.020523,0.013706,0.125327,-0.616341,-13.168116,-0.000234,0.002033,0.000245
1356.998536,-0.701513,0.712234,-0.020322,0.013754,0.111133,-0.634377,-13.166603,-0.000234,0.000968,0.001309
1357.019454,-0.701499,0.712228,-0.020711,0.014177,0.115329,-0.674836,-13.149236,-0.000234,0.000968,0.000245
1357.041119,-0.701504,0.712224,-0.020898,0.013844,0.139985,-0.648182,-13.187578,-0.000234,0.000968,0.000245
1357.061998,-0.701502,0.712246,-0.020388,0.013625,0.113067,-0.618690,-13.208779,-0.001298,0.000968,0.001309
1357.083545,-0.701496,0.712258,-0.020010,0.013849,0.094017,-0.631891,-13.206456,-0.000234,0.000968,0.000245
1357.104489,-0.701481,0.712243,-0.020799,0.014201,0.129732,-0.690069,-13.177753,-0.000234,0.002033,0.000245
1357.125617,-0.701495,0.712240,-0.020866,0.013541,0.152081,-0.626290,-13.137106,-0.000234,0.000968,0.000245
1357.147252,-0.701483,0.712258,-0.020600,0.013635,0.114782,-0.636710,-13.164004,-0.000234,0.002033,0.001309
1357.168165,-0.701472,0.712266,-0.020439,0.014034,0.098149,-0.651109,-13.161547,0.000830,0.002033,0.000245
1357.189811,-0.701461,0.712266,-0.020597,0.014348,0.106589,-0.667424,-13.185467,-0.000234,0.002033,0.000245
1357.210833,-0.701459,0.712271,-0.020496,0.014325,0.107725,-0.648719,-13.162520,-0.000234,0.000968,0.000245
1357.231918,-0.701461,0.712288,-0.020144,0.013888,0.113304,-0.615128,-13.167385,-0.000234,0.002033,0.001309
1357.253649,-0.701460,0.712301,-0.019682,0.013887,0.090231,-0.617497,-13.208408,0.000830,0.002033,0.000245
1357.274568,-0.701438,0.712279,-0.020782,0.014531,0.126723,-0.722929,-13.146721,-0.000234,0.000968,0.000245
1357.296241,-0.701452,0.712270,-0.021126,0.013802,0.162756,-0.644597,-13.189350,-0.000234,0.000968,0.000245
1357.317295,-0.701463,0.712282,-0.020619,0.013343,0.128716,-0.608410,-13.186159,-0.000234,0.002033,0.000245
1357.339014,-0.701460,0.712280,-0.020808,0.013362,0.137766,-0.644855,-13.154565,-0.000234,0.000968,0.000245
1357.359950,-0.701458,0.712274,-0.021150,0.013263,0.153215,-0.651898,-13.191719,0.000830,0.002033,0.000245
1357.381145,-0.701446,0.712272,-0.021406,0.013567,0.139074,-0.670972,-13.184223,-0.000234,0.002033,0.000245
1357.403086,-0.701435,0.712304,-0.020535,0.013758,0.090417,-0.624284,-13.192670,-0.001298,0.000968,0.001309
1357.424018,-0.701440,0.712321,-0.019921,0.013566,0.100679,-0.606407,-13.242973,-0.000234,0.002033,0.000245
1357.445889,-0.701414,0.712317,-0.020608,0.014085,0.120009,-0.682970,-13.181954,0.000830,0.002033,0.001309
1357.466928,-0.701413,0.712315,-0.020776,0.014009,0.127107,-0.653064,-13.146248,-0.000234,0.000968,0.000245
1357.488700,-0.701418,0.712330,-0.020236,0.013805,0.105979,-0.619444,-13.192365,-0.001298,0.000968,0.000245
1357.509586,-0.701421,0.712330,-0.020258,0.013571,0.126582,-0.628763,-13.181766,-0.000234,0.000968,0.000245
1357.530637,-0.701410,0.712322,-0.020756,0.013806,0.130688,-0.667081,-13.173993,0.000830,0.002033,0.000245
1357.552365,-0.701417,0.712315,-0.021041,0.013387,0.155708,-0.641378,-13.160054,-0.000234,0.000968,0.000245
1357.573444,-0.701417,0.712319,-0.020940,0.013300,0.136334,-0.637000,-13.175140,-0.000234,0.002033,0.000245
1357.595114,-0.701412,0.712346,-0.020235,0.013194,0.109075,-0.606458,-13.245064,-0.000234,0.002033,0.001309
1357.616114,-0.701391,0.712344,-0.020560,0.013916,0.105816,-0.674425,-13.134142,-0.000234,0.002033,0.000245
1357.637811,-0.701391,0.712348,-0.020518,0.013813,0.120742,-0.640704,-13.177871,-0.001298,0.002033,0.000245
1357.658728,-0.701392,0.712355,-0.020528,0.013323,0.143347,-0.621383,-13.176786,-0.000234,0.000968,0.001309
1357.679785,-0.701385,0.712350,-0.020842,0.013478,0.136459,-0.656708,-13.190878,-0.000234,0.000968,0.000245
1357.701610,-0.701371,0.712358,-0.020722,0.013967,0.104206,-0.658480,-13.166952,0.000830,0.002033,0.000245
1357.722610,-0.701375,0.712351,-0.021058,0.013628,0.150942,-0.650071,-13.169323,-0.000234,0.002033,0.000245
1357.744223,-0.701375,0.712352,-0.021078,0.013551,0.137650,-0.647889,-13.176986,-0.000234,0.000968,0.000245
1357.765205,-0.701362,0.712363,-0.020824,0.013993,0.101911,-0.655484,-13.145796,0.000830,0.002033,0.000245
1357.786775,-0.701370,0.712357,-0.020852,0.013909,0.126660,-0.651207,-13.209255,0.000830,0.002033,-0.000819
1357.807689,-0.701370,0.712356,-0.020972,0.013795,0.134111,-0.652674,-13.175705,-0.001298,0.002033,0.000245
1357.828804,-0.701374,0.712370,-0.020428,0.013605,0.112101,-0.617668,-13.172060,-0.001298,0.000968,0.000245
1357.851175,-0.701383,0.712368,-0.020270,0.013529,0.118385,-0.626585,-13.146528,-0.000234,0.000968,-0.000819
1357.872186,-0.701381,0.712368,-0.020349,0.013478,0.125567,-0.634284,-13.163751,-0.000234,0.002033,0.000245
1357.894031,-0.701375,0.712378,-0.020065,0.013689,0.101333,-0.631415,-13.189615,-0.000234,0.000968,0.000245
1357.915185,-0.701373,0.712398,-0.019336,0.013829,0.071979,-0.605867,-13.222591,-0.000234,0.000968,0.000245
1357.938085,-0.701364,0.712402,-0.019310,0.014097,0.084534,-0.631347,-13.186618,0.000830,0.002033,0.000245
1357.958974,-0.701363,0.712382,-0.019989,0.014229,0.116111,-0.665265,-13.194740,-0.000234,0.003097,-0.000819
1357.980054,-0.701366,0.712376,-0.020282,0.013976,0.126870,-0.642701,-13.163334,-0.000234,0.000968,0.000245
1358.001882,-0.701372,0.712379,-0.020176,0.013662,0.121725,-0.623928,-13.180956,-0.000234,0.000968,0.000245
1358.043913,-0.701373,0.712391,-0.019803,0.013488,0.112008,-0.621871,-13.193242,0.000830,0.000968,0.000245
1358.065011,-0.701358,0.712379,-0.020481,0.013907,0.123575,-0.671741,-13.168089,-0.000234,0.000968,0.000245
1358.086792,-0.701370,0.712372,-0.020761,0.013274,0.159130,-0.628240,-13.164084,-0.000234,0.000968,0.000245
1358.107726,-0.701363,0.712389,-0.020174,0.013586,0.091427,-0.627646,-13.226909,-0.001298,0.000968,0.000245
1358.128776,-0.701348,0.712377,-0.020842,0.013998,0.129583,-0.684386,-13.189880,0.000830,0.000968,0.000245
1358.150550,-0.701351,0.712376,-0.020977,0.013725,0.138882,-0.647754,-13.172203,-0.001298,0.003097,0.000245
1358.171488,-0.701348,0.712404,-0.020193,0.013547,0.100088,-0.601227,-13.143518,-0.000234,0.000968,0.001309
1358.193287,-0.701350,0.712408,-0.020077,0.013380,0.120473,-0.620355,-13.182344,-0.000234,0.002033,0.000245
1358.214320,-0.701344,0.712401,-0.020258,0.013832,0.106451,-0.656632,-13.187137,-0.000234,0.002033,-0.000819
1358.236222,-0.701355,0.712384,-0.020678,0.013551,0.144815,-0.645536,-13.179225,-0.000234,0.002033,-0.000819
1358.257256,-0.701357,0.712405,-0.020138,0.013112,0.123552,-0.596048,-13.217742,-0.000234,0.000968,0.001309
1358.278396,-0.701345,0.712401,-0.020466,0.013483,0.123190,-0.655695,-13.197302,0.000830,0.002033,0.000245
1358.300313,-0.701342,0.712392,-0.020674,0.013773,0.120807,-0.659407,-13.200778,-0.000234,0.002033,-0.000819
1358.321312,-0.701324,0.712384,-0.021457,0.013928,0.152469,-0.691692,-13.193538,-0.000234,0.002033,0.001309
1358.343169,-0.701335,0.712399,-0.020857,0.013483,0.127510,-0.616026,-13.200105,-0.001298,0.002033,0.000245
1358.364846,-0.701318,0.712405,-0.020825,0.014109,0.102124,-0.668483,-13.136903,-0.000234,0.000968,0.000245
1358.386866,-0.701298,0.712410,-0.020821,0.014793,0.088821,-0.685335,-13.179331,-0.000234,0.000968,0.000245
1358.407958,-0.701308,0.712389,-0.021417,0.014506,0.147554,-0.683314,-13.195261,-0.000234,0.002033,-0.000819
1358.429094,-0.701327,0.712401,-0.020884,0.013750,0.135711,-0.610591,-13.221438,-0.001298,0.000968,0.000245
1358.451003,-0.701337,0.712414,-0.020366,0.013374,0.121529,-0.608325,-13.182843,-0.000234,0.000968,0.000245
1358.472508,-0.701318,0.712413,-0.020619,0.014014,0.106593,-0.673736,-13.195869,0.000830,0.002033,0.000245
1358.494172,-0.701323,0.712422,-0.020318,0.013723,0.116905,-0.622734,-13.181171,-0.000234,0.002033,0.000245
1358.515111,-0.701328,0.712428,-0.020078,0.013501,0.116977,-0.616092,-13.158911,-0.000234,0.000968,0.000245
1358.536194,-0.701331,0.712429,-0.020119,0.013251,0.130093,-0.620304,-13.180838,-0.000234,0.002033,0.000245
1358.559023,-0.701323,0.712429,-0.020254,0.013466,0.119518,-0.639536,-13.179150,0.000830,0.000968,0.000245
1358.580225,-0.701314,0.712420,-0.020753,0.013611,0.136577,-0.662523,-13.183494,-0.001298,0.002033,0.000245
1358.601868,-0.701316,0.712438,-0.020380,0.013141,0.132200,-0.606395,-13.200376,-0.000234,0.002033,0.001309
1358.622854,-0.701316,0.712434,-0.020579,0.013029,0.144427,-0.634566,-13.217708,-0.000234,0.000968,0.000245
1358.643918,-0.701300,0.712428,-0.021041,0.013503,0.134235,-0.674920,-13.196079,-0.000234,0.002033,0.000245
1358.665770,-0.701281,0.712422,-0.021504,0.014054,0.130984,-0.693642,-13.176365,-0.000234,0.000968,0.000245
1358.686667,-0.701289,0.712431,-0.021162,0.013717,0.132723,-0.634502,-13.171811,-0.000234,0.002033,0.000245
1358.708306,-0.701290,0.712452,-0.020661,0.013335,0.127603,-0.613092,-13.181241,-0.000234,0.002033,0.001309
1358.729330,-0.701276,0.712440,-0.021085,0.014057,0.116574,-0.692368,-13.173343,-0.000234,0.000968,-0.000819
1358.750988,-0.701290,0.712437,-0.021138,0.013392,0.159106,-0.629608,-13.169959,0.000830,0.000968,0.000245
1358.772130,-0.701292,0.712438,-0.021148,0.013193,0.148234,-0.640011,-13.197161,-0.000234,0.002033,0.000245
1358.793361,-0.701286,0.712453,-0.020693,0.013435,0.111057,-0.634708,-13.178461,-0.001298,0.000968,0.000245
1358.815324,-0.701270,0.712448,-0.021085,0.013910,0.126066,-0.677684,-13.165368,-0.000234,0.000968,0.000245
1358.836359,-0.701276,0.712447,-0.021137,0.013566,0.145965,-0.643227,-13.182850,-0.000234,0.002033,0.000245
1358.858039,-0.701279,0.712471,-0.020506,0.013103,0.127482,-0.598426,-13.173587,-0.000234,0.002033,0.001309
1358.878894,-0.701276,0.712470,-0.020649,0.013093,0.138844,-0.635264,-13.156142,-0.000234,0.002033,0.000245
1358.900668,-0.701251,0.712454,-0.021543,0.013841,0.142128,-0.713706,-13.162045,-0.000234,0.000968,0.000245
1358.921663,-0.701252,0.712468,-0.021080,0.013807,0.117283,-0.638813,-13.153144,-0.000234,0.002033,0.000245
1358.942729,-0.701265,0.712486,-0.020369,0.013296,0.120010,-0.593252,-13.203741,-0.000234,0.002033,0.000245
1358.964330,-0.701242,0.712484,-0.020695,0.014103,0.103370,-0.683477,-13.156374,-0.000234,0.000968,0.000245
1358.985309,-0.701241,0.712482,-0.020833,0.013995,0.128080,-0.654053,-13.181781,-0.000234,0.002033,0.000245
1359.006923,-0.701243,0.712488,-0.020701,0.013851,0.121981,-0.640536,-13.171902,-0.000234,0.002033,0.000245
1359.027816,-0.701250,0.712500,-0.020231,0.013540,0.114387,-0.610579,-13.177046,-0.000234,0.002033,0.000245
1359.049553,-0.701250,0.712507,-0.020054,0.013470,0.114380,-0.623268,-13.200223,-0.000234,0.002033,0.000245
1359.070433,-0.701223,0.712499,-0.020893,0.013963,0.133394,-0.694874,-13.177417,-0.000234,0.002033,0.001309
1359.091535,-0.701218,0.712507,-0.020679,0.014113,0.106485,-0.650155,-13.170806,-0.000234,0.002033,0.000245
1359.113232,-0.701233,0.712508,-0.020615,0.013417,0.145958,-0.615410,-13.135420,-0.000234,0.000968,0.000245
1359.134226,-0.701233,0.712522,-0.020109,0.013406,0.105937,-0.613298,-13.187891,0.000830,0.000968,0.000245
1359.156603,-0.701223,0.712519,-0.020413,0.013666,0.120826,-0.652996,-13.186818,-0.000234,0.002033,0.000245
1359.178297,-0.701218,0.712502,-0.020931,0.013969,0.128364,-0.675605,-13.177254,-0.000234,0.003097,-0.000819
1359.199973,-0.701215,0.712512,-0.020887,0.013707,0.134035,-0.640348,-13.165572,-0.000234,0.000968,0.001309
1359.220979,-0.701218,0.712531,-0.020195,0.013591,0.100046,-0.607737,-13.161035,0.000830,0.002033,0.000245
1359.242070,-0.701212,0.712529,-0.020413,0.013732,0.120995,-0.648462,-13.153778,-0.000234,0.000968,0.000245
1359.263978,-0.701208,0.712520,-0.020882,0.013679,0.141340,-0.658906,-13.183496,-0.000234,0.002033,0.000245
1359.285034,-0.701203,0.712520,-0.020954,0.013778,0.127965,-0.657087,-13.204202,-0.000234,0.000968,0.000245
1359.306661,-0.701209,0.712532,-0.020548,0.013506,0.121773,-0.619923,-13.166889,-0.000234,0.002033,0.000245
1359.327520,-0.701193,0.712518,-0.021273,0.013901,0.140628,-0.692223,-13.168984,-0.000234,0.002033,0.000245
1359.349230,-0.701186,0.712527,-0.021069,0.014101,0.113559,-0.660855,-13.209264,-0.000234,0.002033,0.000245
1359.370204,-0.701192,0.712544,-0.020676,0.013534,0.132462,-0.612851,-13.172780,-0.000234,0.002033,0.001309
1359.391270,-0.701177,0.712557,-0.020604,0.013724,0.116008,-0.646727,-13.177762,-0.000234,0.000968,0.001309
1359.412961,-0.701171,0.712544,-0.020981,0.014144,0.119989,-0.679262,-13.178558,-0.000234,0.002033,-0.000819
1359.433964,-0.701174,0.712530,-0.021345,0.014190,0.136636,-0.678722,-13.202952,-0.000234,0.000968,-0.000819
1359.455669,-0.701191,0.712553,-0.020383,0.013576,0.109187,-0.583187,-13.187932,-0.000234,0.002033,0.000245
1359.476665,-0.701187,0.712569,-0.020096,0.013330,0.119215,-0.611739,-13.175647,-0.000234,0.002033,0.001309
1359.498507,-0.701165,0.712567,-0.020439,0.014088,0.100635,-0.678591,-13.197040,-0.000234,0.002033,0.000245
1359.519686,-0.701155,0.712565,-0.020918,0.013982,0.138986,-0.665024,-13.186864,-0.000234,0.002033,0.001309
1359.540849,-0.701171,0.712567,-0.020776,0.013242,0.152919,-0.611412,-13.165039,-0.000234,0.000968,0.000245
1359.562474,-0.701157,0.712579,-0.020496,0.013797,0.096804,-0.650471,-13.181798,-0.000234,0.000968,0.000245
1359.604150,-0.701140,0.712583,-0.020613,0.014261,0.111074,-0.657416,-13.215435,0.000830,0.002033,0.000245
1359.625131,-0.701151,0.712579,-0.020750,0.013711,0.143360,-0.637780,-13.203358,-0.001298,0.000968,0.000245
1359.646210,-0.701164,0.712577,-0.020820,0.013055,0.159128,-0.618121,-13.146729,-0.001298,0.002033,0.000245
1359.667830,-0.701141,0.712584,-0.020783,0.013874,0.098236,-0.672251,-13.185532,-0.000234,0.002033,0.000245
1359.688772,-0.701141,0.712578,-0.021119,0.013745,0.144868,-0.660499,-13.197551,-0.000234,0.000968,0.000245
1359.710440,-0.701146,0.712591,-0.020611,0.013522,0.119294,-0.620258,-13.178827,-0.000234,0.000968,0.000245
1359.731366,-0.701136,0.712592,-0.020994,0.013453,0.146301,-0.653160,-13.150350,-0.000234,0.002033,0.001309
1359.753007,-0.701105,0.712594,-0.021490,0.014140,0.125094,-0.700738,-13.171499,-0.000234,0.002033,0.001309
1359.774018,-0.701107,0.712602,-0.021227,0.013996,0.125580,-0.650681,-13.190323,-0.001298,0.002033,0.000245
1359.795163,-0.701106,0.712619,-0.020684,0.014038,0.101352,-0.637660,-13.197646,-0.000234,0.002033,0.000245
1359.816863,-0.701116,0.712632,-0.020176,0.013630,0.113256,-0.607745,-13.161780,-0.000234,0.002033,0.000245
1359.837785,-0.701102,0.712625,-0.020375,0.014383,0.088863,-0.677556,-13.159496,0.000830,0.002033,-0.000819
1359.859407,-0.701103,0.712618,-0.020715,0.014181,0.130466,-0.657922,-13.191025,0.000830,0.000968,0.000245
1359.880278,-0.701109,0.712636,-0.020258,0.013602,0.122703,-0.603379,-13.178275,-0.000234,0.000968,0.001309
1359.901973,-0.701111,0.712647,-0.019884,0.013495,0.107084,-0.614796,-13.198469,-0.001298,0.000968,0.000245
1359.923034,-0.701092,0.712646,-0.020119,0.014182,0.092208,-0.668555,-13.182336,0.000830,0.000968,0.000245
