t,x,y,theta
1342.215997,2.6192,1.8399,0.6003
1342.247224,2.6192,1.8399,0.6003
1342.279318,2.6192,1.8399,0.6002
1342.321455,2.6192,1.8399,0.6003
1342.353569,2.6192,1.8399,0.6003
1342.385023,2.6192,1.8399,0.6003
1342.417225,2.6192,1.8399,0.6003
1342.448364,2.6192,1.8399,0.6002
1342.481578,2.6192,1.8399,0.6002
1342.511618,2.6192,1.8399,0.6003
1342.553824,2.6192,1.8399,0.6001
1342.588186,2.6192,1.8399,0.6002
1342.616924,2.6192,1.8399,0.6001
1342.651832,2.6192,1.8399,0.6001
1342.680067,2.6192,1.8399,0.6001
1342.722115,2.6192,1.8399,0.6001
1342.742983,2.6192,1.8399,0.6001
1342.785454,2.6192,1.8399,0.6001
1342.806382,2.6192,1.8399,0.6001
1342.848442,2.6192,1.8399,0.6001
1342.887728,2.6192,1.8399,0.6000
1342.911970,2.6192,1.8399,0.6000
1342.953989,2.6192,1.8399,0.6000
1342.975270,2.6192,1.8399,0.6000
1343.017296,2.6192,1.8399,0.6000
1343.038214,2.6192,1.8399,0.5999
1343.080167,2.6192,1.8399,0.5999
1343.122597,2.6192,1.8399,0.5999
1343.143530,2.6192,1.8399,0.5998
1343.185565,2.6192,1.8399,0.5998
1343.206741,2.6192,1.8399,0.5998
1343.248632,2.6192,1.8399,0.5998
1343.269608,2.6192,1.8399,0.5998
1343.311908,2.6192,1.8399,0.5997
1343.354548,2.6192,1.8399,0.5997
1343.376056,2.6192,1.8399,0.5997
1343.417938,2.6192,1.8399,0.5997
1343.439598,2.6192,1.8399,0.5997
1343.482936,2.6192,1.8399,0.5997
1343.521884,2.6192,1.8399,0.5997
1343.547486,2.6192,1.8399,0.5997
1343.585047,2.6192,1.8399,0.5997
1343.611150,2.6192,1.8399,0.5997
1343.654374,2.6192,1.8399,0.5997
1343.675374,2.6192,1.8399,0.5997
1343.718389,2.6192,1.8399,0.5997
1343.754041,2.6192,1.8399,0.5997
1343.783100,2.6192,1.8399,0.5997
1343.817412,2.6192,1.8399,0.5996
1343.847516,2.6192,1.8399,0.5996
1343.880390,2.6192,1.8399,0.5996
1343.922472,2.6192,1.8399,0.5996
1343.943496,2.6192,1.8399,0.5996
1343.985476,2.6192,1.8399,0.5995
1344.019194,2.6192,1.8399,0.5996
1344.048577,2.6192,1.8399,0.5996
1344.084129,2.6192,1.8399,0.5995
1344.111428,2.6192,1.8399,0.5996
1344.153426,2.6192,1.8399,0.5995
1344.174710,2.6192,1.8399,0.5995
1344.216740,2.6192,1.8399,0.5995
1344.255818,2.6192,1.8399,0.5995
1344.279750,2.6192,1.8399,0.5995
1344.321907,2.6192,1.8399,0.5995
1344.342894,2.6192,1.8399,0.5995
1344.385239,2.6192,1.8399,0.5995
1344.406614,2.6192,1.8399,0.5994
1344.449275,2.6192,1.8399,0.5995
1344.470895,2.6192,1.8399,0.5994
1344.513097,2.6192,1.8399,0.5993
1344.555522,2.6192,1.8399,0.5994
1344.579295,2.6192,1.8399,0.5993
1344.622020,2.6192,1.8399,0.5993
1344.643141,2.6192,1.8399,0.5993
1344.685323,2.6192,1.8399,0.5992
1344.706515,2.6192,1.8399,0.5992
1344.749222,2.6192,1.8399,0.5992
1344.770184,2.6192,1.8399,0.5992
1344.812801,2.6192,1.8399,0.5992
1344.855891,2.6192,1.8399,0.5992
1344.876897,2.6192,1.8399,0.5992
1344.919068,2.6192,1.8399,0.5992
1344.941059,2.6192,1.8399,0.5992
1344.983525,2.6192,1.8399,0.5991
1345.005886,2.6192,1.8399,0.5991
1345.050363,2.6192,1.8399,0.5991
1345.071559,2.6192,1.8399,0.5991
1345.114322,2.6192,1.8399,0.5990
1345.154166,2.6192,1.8399,0.5990
1345.178137,2.6192,1.8399,0.5990
1345.221848,2.6192,1.8399,0.5990
1345.242818,2.6192,1.8399,0.5990
1345.285451,2.6192,1.8399,0.5990
1345.322122,2.6192,1.8399,0.5990
1345.349774,2.6192,1.8399,0.5989
1345.385396,2.6192,1.8399,0.5989
1345.413860,2.6192,1.8399,0.5989
1345.448714,2.6192,1.8399,0.5989
1345.477699,2.6192,1.8399,0.5988
1345.521631,2.6192,1.8399,0.5988
1345.553855,2.6192,1.8399,0.5988
1345.585004,2.6192,1.8399,0.5988
1345.616702,2.6192,1.8399,0.5988
1345.649093,2.6192,1.8399,0.5988
1345.679535,2.6192,1.8399,0.5988
1345.721437,2.6192,1.8399,0.5987
1345.754937,2.6192,1.8399,0.5988
1345.784878,2.6192,1.8399,0.5987
1345.818450,2.6192,1.8399,0.5987
1345.847709,2.6192,1.8399,0.5987
1345.889646,2.6192,1.8399,0.5987
1345.910591,2.6192,1.8399,0.5987
1345.952706,2.6192,1.8399,0.5987
1345.987839,2.6192,1.8399,0.5987
1346.016480,2.6192,1.8399,0.5987
1346.053144,2.6192,1.8399,0.5986
1346.079519,2.6192,1.8399,0.5986
1346.121749,2.6192,1.8399,0.5986
1346.142967,2.6192,1.8399,0.5986
1346.185018,2.6192,1.8399,0.5986
1346.205956,2.6192,1.8399,0.5986
1346.248321,2.6192,1.8399,0.5986
1346.287585,2.6192,1.8399,0.5987
1346.311136,2.6192,1.8399,0.5987
1346.353565,2.6192,1.8399,0.5987
1346.374464,2.6192,1.8399,0.5986
1346.416549,2.6192,1.8399,0.5986
1346.437479,2.6192,1.8399,0.5986
1346.481964,2.6192,1.8399,0.5985
1346.522629,2.6192,1.8399,0.5986
1346.546334,2.6192,1.8399,0.5986
1346.588735,2.6192,1.8399,0.5986
1346.610158,2.6192,1.8399,0.5986
1346.651963,2.6192,1.8399,0.5985
1346.673407,2.6192,1.8399,0.5985
1346.715633,2.6192,1.8399,0.5985
1346.753387,2.6192,1.8399,0.5985
1346.779185,2.6192,1.8399,0.5985
1346.821863,2.6192,1.8399,0.5984
1346.842687,2.6192,1.8399,0.5985
1346.885347,2.6192,1.8399,0.5985
1346.921627,2.6192,1.8399,0.5985
1346.950094,2.6192,1.8399,0.5985
1346.984673,2.6192,1.8399,0.5985
1347.014711,2.6192,1.8399,0.5984
1347.047868,2.6192,1.8399,0.5984
1347.089918,2.6192,1.8399,0.5984
1347.120879,2.6192,1.8399,0.5984
1347.153163,2.6192,1.8399,0.5984
1347.184513,2.6192,1.8399,0.5984
1347.216254,2.6192,1.8399,0.5984
1347.248193,2.6192,1.8399,0.5984
1347.279318,2.6192,1.8399,0.5984
1347.321674,2.6192,1.8399,0.5984
1347.354341,2.6192,1.8399,0.5984
1347.384776,2.6192,1.8399,0.5984
1347.418607,2.6192,1.8399,0.5983
1347.447820,2.6192,1.8399,0.5984
1347.489950,2.6192,1.8399,0.5983
1347.510872,2.6192,1.8399,0.5983
1347.552748,2.6192,1.8399,0.5983
1347.588246,2.6192,1.8399,0.5982
1347.615807,2.6192,1.8399,0.5982
1347.652175,2.6192,1.8399,0.5982
1347.679161,2.6192,1.8399,0.5981
1347.721036,2.6192,1.8399,0.5982
1347.741955,2.6192,1.8399,0.5982
1347.783858,2.6192,1.8399,0.5981
1347.822967,2.6192,1.8399,0.5981
1347.846836,2.6192,1.8399,0.5981
1347.888839,2.6192,1.8399,0.5981
1347.909828,2.6192,1.8399,0.5981
1347.951895,2.6192,1.8399,0.5981
1347.972841,2.6192,1.8399,0.5981
1348.016860,2.6192,1.8399,0.5981
1348.037720,2.6192,1.8399,0.5981
1348.080549,2.6192,1.8399,0.5981
1348.119909,2.6192,1.8399,0.5980
1348.144266,2.6192,1.8399,0.5980
1348.187224,2.6192,1.8399,0.5980
1348.208474,2.6192,1.8399,0.5980
1348.251295,2.6192,1.8399,0.5980
1348.288374,2.6192,1.8399,0.5980
1348.315581,2.6192,1.8399,0.5980
1348.351520,2.6192,1.8399,0.5980
1348.381015,2.6192,1.8399,0.5980
1348.414632,2.6192,1.8399,0.5980
1348.444759,2.6192,1.8399,0.5980
1348.487781,2.6192,1.8399,0.5980
1348.519913,2.6192,1.8399,0.5979
1348.551370,2.6192,1.8399,0.5979
1348.582806,2.6192,1.8399,0.5979
1348.615684,2.6192,1.8399,0.5979
1348.645991,2.6192,1.8399,0.5979
1348.687858,2.6192,1.8399,0.5980
1348.708798,2.6192,1.8399,0.5980
1348.750764,2.6192,1.8399,0.5980
1348.789102,2.6192,1.8399,0.5980
1348.813700,2.6192,1.8399,0.5979
1348.855582,2.6192,1.8399,0.5979
1348.876637,2.6192,1.8399,0.5979
1348.918662,2.6192,1.8399,0.5979
1348.941075,2.6192,1.8399,0.5979
1348.984802,2.6192,1.8399,0.5979
1349.006031,2.6192,1.8399,0.5979
1349.049441,2.6192,1.8399,0.5978
1349.086754,2.6192,1.8399,0.5978
1349.113531,2.6192,1.8399,0.5978
1349.149893,2.6192,1.8399,0.5977
1349.177960,2.6192,1.8399,0.5978
1349.219859,2.6192,1.8399,0.5977
1349.255197,2.6192,1.8399,0.5977
1349.284054,2.6192,1.8399,0.5977
1349.318639,2.6192,1.8399,0.5977
1349.347639,2.6192,1.8399,0.5977
1349.381593,2.6192,1.8399,0.5978
1349.411176,2.6192,1.8399,0.5977
1349.453673,2.6192,1.8399,0.5977
1349.486500,2.6192,1.8399,0.5976
1349.517468,2.6192,1.8399,0.5977
1349.549896,2.6192,1.8399,0.5977
1349.581777,2.6192,1.8399,0.5977
1349.612912,2.6192,1.8399,0.5977
1349.654962,2.6192,1.8399,0.5976
1349.687871,2.6192,1.8399,0.5976
1349.717822,2.6192,1.8399,0.5976
1349.751580,2.6192,1.8399,0.5976
1349.780744,2.6192,1.8399,0.5976
1349.822796,2.6192,1.8399,0.5975
1349.844670,2.6192,1.8399,0.5975
1349.886652,2.6192,1.8399,0.5976
1349.921586,2.6192,1.8399,0.5976
1349.949808,2.6192,1.8399,0.5976
1349.985301,2.6192,1.8399,0.5976
1350.012797,2.6192,1.8399,0.5975
1350.054711,2.6192,1.8399,0.5975
1350.075686,2.6192,1.8399,0.5975
1350.117711,2.6192,1.8399,0.5975
1350.138646,2.6192,1.8399,0.5975
1350.180469,2.6192,1.8399,0.5975
1350.222214,2.6192,1.8399,0.5975
1350.243150,2.6192,1.8399,0.5975
1350.286528,2.6192,1.8399,0.5975
1350.307471,2.6192,1.8399,0.5975
1350.349368,2.6192,1.8399,0.5974
1350.371162,2.6192,1.8399,0.5974
1350.413055,2.6192,1.8399,0.5974
1350.455001,2.6192,1.8399,0.5974
1350.475923,2.6192,1.8399,0.5974
1350.518237,2.6192,1.8399,0.5974
1350.539592,2.6192,1.8399,0.5974
1350.581636,2.6192,1.8399,0.5974
1350.603021,2.6192,1.8399,0.5974
1350.647352,2.6192,1.8399,0.5975
1350.686742,2.6192,1.8399,0.5974
1350.710839,2.6192,1.8399,0.5974
1350.753445,2.6192,1.8399,0.5974
1350.774313,2.6192,1.8399,0.5973
1350.816865,2.6192,1.8399,0.5973
1350.855150,2.6192,1.8399,0.5972
1350.880371,2.6192,1.8399,0.5972
1350.918450,2.6192,1.8399,0.5972
1350.945334,2.6192,1.8399,0.5971
1350.987199,2.6192,1.8399,0.5971
1351.009542,2.6192,1.8399,0.5971
1351.052222,2.6192,1.8399,0.5972
1351.087217,2.6192,1.8399,0.5972
1351.116251,2.6192,1.8399,0.5971
1351.150262,2.6192,1.8399,0.5971
1351.180037,2.6192,1.8399,0.5971
1351.222622,2.6192,1.8399,0.5971
1351.255277,2.6192,1.8399,0.5971
1351.286448,2.6192,1.8399,0.5971
1351.318281,2.6192,1.8399,0.5971
1351.350851,2.6192,1.8399,0.5970
1351.381462,2.6192,1.8399,0.5970
1351.414620,2.6192,1.8399,0.5970
1351.444612,2.6192,1.8399,0.5970
1351.486625,2.6192,1.8399,0.5970
1351.507628,2.6192,1.8399,0.5970
1351.549627,2.6192,1.8399,0.5970
1351.587312,2.6192,1.8399,0.5970
1351.612636,2.6192,1.8399,0.5970
1351.654802,2.6192,1.8399,0.5970
1351.675818,2.6192,1.8399,0.5970
1351.717759,2.6192,1.8399,0.5970
1351.738724,2.6192,1.8399,0.5970
1351.781356,2.6192,1.8399,0.5970
1351.823311,2.6192,1.8399,0.5969
1351.845860,2.6192,1.8399,0.5969
1351.888058,2.6192,1.8399,0.5969
1351.909821,2.6192,1.8399,0.5969
1351.952458,2.6192,1.8399,0.5968
1351.973391,2.6192,1.8399,0.5968
1352.016837,2.6192,1.8399,0.5969
1352.054546,2.6192,1.8399,0.5969
1352.080693,2.6192,1.8399,0.5969
1352.117737,2.6192,1.8399,0.5969
1352.145459,2.6192,1.8399,0.5968
1352.187438,2.6192,1.8399,0.5967
1352.223036,2.6192,1.8399,0.5967
1352.251904,2.6192,1.8399,0.5967
1352.286072,2.6192,1.8399,0.5967
1352.315740,2.6192,1.8399,0.5966
1352.349157,2.6192,1.8399,0.5967
1352.379490,2.6192,1.8399,0.5966
1352.422103,2.6192,1.8399,0.5967
1352.454526,2.6192,1.8399,0.5967
1352.485980,2.6192,1.8399,0.5966
1352.517460,2.6192,1.8399,0.5966
1352.550417,2.6192,1.8399,0.5966
1352.580575,2.6192,1.8399,0.5966
1352.622721,2.6192,1.8399,0.5966
1352.643885,2.6192,1.8399,0.5966
1352.686061,2.6192,1.8399,0.5965
1352.720458,2.6192,1.8399,0.5965
1352.749454,2.6192,1.8399,0.5965
1352.784219,2.6192,1.8399,0.5965
1352.812503,2.6192,1.8399,0.5965
1352.854531,2.6192,1.8399,0.5964
1352.875575,2.6192,1.8399,0.5965
1352.917887,2.6192,1.8399,0.5964
1352.954991,2.6192,1.8399,0.5965
1352.982453,2.6192,1.8399,0.5965
1353.018960,2.6192,1.8399,0.5965
1353.047564,2.6192,1.8399,0.5965
1353.083081,2.6192,1.8399,0.5964
1353.112095,2.6192,1.8399,0.5964
1353.154227,2.6192,1.8399,0.5964
1353.175206,2.6192,1.8399,0.5964
1353.217307,2.6192,1.8399,0.5965
1353.238331,2.6192,1.8399,0.5965
1353.280527,2.6192,1.8399,0.5964
1353.322695,2.6192,1.8399,0.5963
1353.343734,2.6192,1.8399,0.5963
1353.385852,2.6192,1.8399,0.5963
1353.406809,2.6192,1.8399,0.5963
1353.448885,2.6192,1.8399,0.5963
1353.469888,2.6192,1.8399,0.5963
1353.512357,2.6192,1.8399,0.5962
1353.533469,2.6192,1.8399,0.5962
1353.575672,2.6192,1.8399,0.5962
1353.617919,2.6192,1.8399,0.5962
1353.639197,2.6192,1.8399,0.5963
1353.682328,2.6192,1.8399,0.5962
1353.703984,2.6192,1.8399,0.5962
1353.749757,2.6192,1.8399,0.5962
1353.786994,2.6192,1.8399,0.5961
1353.813753,2.6192,1.8399,0.5962
1353.856284,2.6192,1.8399,0.5961
1353.877224,2.6192,1.8399,0.5961
1353.920021,2.6192,1.8399,0.5961
1353.955599,2.6192,1.8399,0.5961
1353.984139,2.6192,1.8399,0.5961
1354.018731,2.6192,1.8399,0.5961
1354.048005,2.6192,1.8399,0.5960
1354.081867,2.6192,1.8399,0.5960
1354.112206,2.6192,1.8399,0.5960
1354.154416,2.6192,1.8399,0.5960
1354.187133,2.6192,1.8399,0.5960
1354.218795,2.6192,1.8399,0.5959
1354.250351,2.6192,1.8399,0.5960
1354.282945,2.6192,1.8399,0.5960
1354.313418,2.6192,1.8399,0.5960
1354.355500,2.6192,1.8399,0.5959
1354.376596,2.6192,1.8399,0.5959
1354.418687,2.6192,1.8399,0.5960
1354.453380,2.6192,1.8399,0.5959
1354.481848,2.6192,1.8399,0.5960
1354.517616,2.6192,1.8399,0.5960
1354.544912,2.6192,1.8399,0.5960
1354.586915,2.6192,1.8399,0.5960
1354.607915,2.6192,1.8399,0.5960
1354.649985,2.6192,1.8399,0.5960
1354.688984,2.6192,1.8399,0.5960
1354.713038,2.6192,1.8399,0.5960
1354.755244,2.6192,1.8399,0.5960
1354.776262,2.6192,1.8399,0.5959
1354.818619,2.6192,1.8399,0.5959
1354.839550,2.6192,1.8399,0.5959
1354.882196,2.6192,1.8399,0.5958
1354.903277,2.6192,1.8399,0.5958
1354.945921,2.6192,1.8399,0.5958
1354.988461,2.6192,1.8399,0.5958
1355.010080,2.6192,1.8399,0.5959
1355.052021,2.6192,1.8399,0.5958
1355.073745,2.6192,1.8399,0.5958
1355.116265,2.6192,1.8399,0.5958
1355.156269,2.6192,1.8399,0.5958
1355.179794,2.6192,1.8399,0.5958
1355.219702,2.6192,1.8399,0.5958
1355.243439,2.6192,1.8399,0.5958
1355.286059,2.6192,1.8399,0.5958
1355.307251,2.6192,1.8399,0.5958
1355.349766,2.6192,1.8399,0.5958
1355.387967,2.6192,1.8399,0.5958
1355.413383,2.6192,1.8399,0.5957
1355.451040,2.6192,1.8399,0.5957
1355.478859,2.6192,1.8399,0.5956
1355.521367,2.6192,1.8399,0.5956
1355.542247,2.6192,1.8399,0.5957
1355.584934,2.6192,1.8399,0.5957
1355.620512,2.6192,1.8399,0.5957
1355.648454,2.6192,1.8399,0.5956
1355.683492,2.6192,1.8399,0.5956
1355.711958,2.6192,1.8399,0.5955
1355.754446,2.6192,1.8399,0.5955
1355.788772,2.6192,1.8399,0.5956
1355.818106,2.6192,1.8399,0.5955
1355.851842,2.6192,1.8399,0.5955
1355.882465,2.6192,1.8399,0.5955
1355.914980,2.6192,1.8399,0.5955
1355.946057,2.6192,1.8399,0.5955
1355.988859,2.6192,1.8399,0.5955
1356.020460,2.6192,1.8399,0.5954
1356.052680,2.6192,1.8399,0.5954
1356.083731,2.6192,1.8399,0.5954
1356.116509,2.6192,1.8399,0.5954
1356.146811,2.6192,1.8399,0.5954
1356.188956,2.6192,1.8399,0.5954
1356.210029,2.6192,1.8399,0.5954
1356.252255,2.6192,1.8399,0.5953
1356.273360,2.6192,1.8399,0.5953
1356.315344,2.6192,1.8399,0.5953
1356.351357,2.6192,1.8399,0.5952
1356.378640,2.6192,1.8399,0.5953
1356.420916,2.6192,1.8399,0.5953
1356.442128,2.6192,1.8399,0.5952
1356.486345,2.6192,1.8399,0.5953
1356.507450,2.6192,1.8399,0.5953
1356.549469,2.6192,1.8399,0.5953
1356.570437,2.6192,1.8399,0.5953
1356.614443,2.6192,1.8399,0.5952
1356.656593,2.6192,1.8399,0.5952
1356.677819,2.6192,1.8399,0.5952
1356.721787,2.6192,1.8399,0.5952
1356.742700,2.6192,1.8399,0.5951
1356.785500,2.6192,1.8399,0.5952
1356.806410,2.6192,1.8399,0.5952
1356.849013,2.6192,1.8399,0.5952
1356.888466,2.6192,1.8399,0.5952
1356.912848,2.6192,1.8399,0.5952
1356.955696,2.6192,1.8399,0.5951
1356.976818,2.6192,1.8399,0.5951
1357.019454,2.6192,1.8399,0.5950
1357.056656,2.6192,1.8399,0.5950
1357.083545,2.6192,1.8399,0.5950
1357.119744,2.6192,1.8399,0.5950
1357.147252,2.6192,1.8399,0.5950
1357.182910,2.6192,1.8399,0.5949
1357.210833,2.6192,1.8399,0.5949
1357.253649,2.6192,1.8399,0.5949
1357.288441,2.6192,1.8399,0.5949
1357.317295,2.6192,1.8399,0.5949
1357.351621,2.6192,1.8399,0.5949
1357.381145,2.6192,1.8399,0.5948
1357.414681,2.6192,1.8399,0.5948
1357.445889,2.6192,1.8399,0.5948
1357.488700,2.6192,1.8399,0.5948
1357.520361,2.6192,1.8399,0.5948
1357.552365,2.6192,1.8399,0.5948
1357.583614,2.6192,1.8399,0.5948
1357.616114,2.6192,1.8399,0.5947
1357.646960,2.6192,1.8399,0.5947
1357.688977,2.6192,1.8399,0.5947
1357.722610,2.6192,1.8399,0.5946
1357.752089,2.6192,1.8399,0.5946
1357.786775,2.6192,1.8399,0.5946
1357.816034,2.6192,1.8399,0.5946
1357.851175,2.6192,1.8399,0.5947
1357.882214,2.6192,1.8399,0.5947
1357.915185,2.6192,1.8399,0.5947
1357.945535,2.6192,1.8399,0.5947
1357.987508,2.6192,1.8399,0.5947
1358.008546,2.6192,1.8399,0.5947
1358.050867,2.6192,1.8399,0.5947
1358.086792,2.6192,1.8399,0.5946
1358.113851,2.6192,1.8399,0.5946
1358.155857,2.6192,1.8399,0.5946
1358.176879,2.6192,1.8399,0.5946
1358.219049,2.6192,1.8399,0.5946
1358.240333,2.6192,1.8399,0.5946
1358.282389,2.6192,1.8399,0.5946
1358.321312,2.6192,1.8399,0.5945
1358.345770,2.6192,1.8399,0.5945
1358.388033,2.6192,1.8399,0.5944
1358.409130,2.6192,1.8399,0.5944
1358.451275,2.6192,1.8399,0.5945
1358.472508,2.6192,1.8399,0.5945
1358.515111,2.6192,1.8399,0.5945
1358.536194,2.6192,1.8399,0.5946
1358.580225,2.6192,1.8399,0.5945
1358.621248,2.6192,1.8399,0.5945
1358.643918,2.6192,1.8399,0.5945
1358.686667,2.6192,1.8399,0.5944
1358.708306,2.6192,1.8399,0.5944
1358.750988,2.6192,1.8399,0.5944
1358.789048,2.6192,1.8399,0.5944
1358.815324,2.6192,1.8399,0.5944
1358.851649,2.6192,1.8399,0.5943
1358.878894,2.6192,1.8399,0.5944
1358.921663,2.6192,1.8399,0.5943
1358.956457,2.6192,1.8399,0.5943
1358.985309,2.6192,1.8399,0.5943
1359.019398,2.6192,1.8399,0.5943
1359.049553,2.6192,1.8399,0.5943
1359.082423,2.6192,1.8399,0.5943
1359.113232,2.6192,1.8399,0.5942
1359.145533,2.6192,1.8399,0.5943
1359.187503,2.6192,1.8399,0.5942
1359.220979,2.6192,1.8399,0.5942
1359.250533,2.6192,1.8399,0.5942
1359.285034,2.6192,1.8399,0.5942
1359.313628,2.6192,1.8399,0.5942
1359.355640,2.6192,1.8399,0.5941
1359.376663,2.6192,1.8399,0.5941
1359.418628,2.6192,1.8399,0.5941
1359.455669,2.6192,1.8399,0.5941
1359.481985,2.6192,1.8399,0.5941
1359.519686,2.6192,1.8399,0.5941
1359.545242,2.6192,1.8399,0.5941
1359.587128,2.6192,1.8399,0.5941
1359.608014,2.6192,1.8399,0.5940
1359.650107,2.6192,1.8399,0.5940
1359.688772,2.6192,1.8399,0.5940
1359.712993,2.6192,1.8399,0.5940
1359.754804,2.6192,1.8399,0.5939
1359.775856,2.6192,1.8399,0.5939
1359.818155,2.6192,1.8399,0.5939
1359.838988,2.6192,1.8399,0.5939
1359.881750,2.6192,1.8399,0.5939
1359.903387,2.6192,1.8399,0.5939
1359.945748,2.6192,1.8399,0.5939
1359.988287,2.6192,1.8399,0.5939
1360.009211,2.6192,1.8399,0.5939
1360.051912,2.6192,1.8399,0.5938
1360.073177,2.6192,1.8399,0.5938
1360.116526,2.6192,1.8399,0.5938
1360.137631,2.6192,1.8399,0.5938
1360.179738,2.6192,1.8399,0.5938
1360.222361,2.6192,1.8399,0.5938
1360.243755,2.6192,1.8399,0.5938
1360.286372,2.6192,1.8399,0.5938
1360.307347,2.6192,1.8399,0.5938
1360.349355,2.6192,1.8399,0.5937
1360.371175,2.6192,1.8399,0.5937
1360.413957,2.6192,1.8399,0.5937
1360.454862,2.6192,1.8399,0.5937
1360.477834,2.6192,1.8399,0.5936
1360.520679,2.6192,1.8399,0.5936
1360.542125,2.6192,1.8399,0.5936
1360.585994,2.6192,1.8399,0.5935
1360.621888,2.6192,1.8399,0.5935
1360.649204,2.6192,1.8399,0.5935
1360.684385,2.6192,1.8399,0.5936
1360.714361,2.6192,1.8399,0.5936
1360.747344,2.6192,1.8399,0.5935
1360.789316,2.6192,1.8399,0.5936
1360.820699,2.6192,1.8399,0.5936
1360.852306,2.6192,1.8399,0.5936
1360.884345,2.6192,1.8399,0.5936
1360.915730,2.6192,1.8399,0.5936
1360.948142,2.6192,1.8399,0.5935
1360.978651,2.6192,1.8399,0.5934
1361.020663,2.6192,1.8399,0.5935
1361.055140,2.6192,1.8399,0.5934
1361.083628,2.6192,1.8399,0.5934
1361.119492,2.6192,1.8399,0.5934
1361.146707,2.6192,1.8399,0.5934
1361.188626,2.6192,1.8399,0.5934
1361.210091,2.6192,1.8399,0.5934
1361.252040,2.6192,1.8399,0.5934
1361.273097,2.6192,1.8399,0.5934
1361.315039,2.6192,1.8399,0.5934
1361.353336,2.6192,1.8399,0.5934
1361.377985,2.6192,1.8399,0.5934
1361.419855,2.6192,1.8399,0.5933
1361.440940,2.6192,1.8399,0.5933
1361.483762,2.6192,1.8399,0.5933
1361.504876,2.6192,1.8399,0.5933
1361.547078,2.6192,1.8399,0.5933
1361.588974,2.6192,1.8399,0.5932
1361.611820,2.6192,1.8399,0.5933
1361.654501,2.6192,1.8399,0.5932
1361.676218,2.6192,1.8399,0.5932
1361.718541,2.6192,1.8399,0.5933
1361.740340,2.6192,1.8399,0.5932
1361.783127,2.6192,1.8399,0.5932
1361.819724,2.6192,1.8399,0.5932
1361.849216,2.6192,1.8399,0.5931
1361.882786,2.6192,1.8399,0.5931
1361.913101,2.6192,1.8399,0.5931
1361.955624,2.6192,1.8399,0.5931
1361.987596,2.6192,1.8399,0.5931
1362.019727,2.6192,1.8399,0.5930
1362.050568,2.6192,1.8399,0.5931
1362.084108,2.6192,1.8399,0.5930
1362.113424,2.6192,1.8399,0.5930
1362.155285,2.6192,1.8399,0.5930
1362.176262,2.6192,1.8399,0.5930
1362.218089,2.6192,1.8399,0.5930
1362.254150,2.6192,1.8399,0.5929
1362.281138,2.6192,1.8399,0.5929
1362.323058,2.6192,1.8399,0.5929
1362.344025,2.6192,1.8399,0.5929
1362.386019,2.6192,1.8399,0.5930
1362.406916,2.6192,1.8399,0.5930
1362.449105,2.6192,1.8399,0.5929
1362.488305,2.6192,1.8399,0.5929
1362.511797,2.6192,1.8399,0.5929
1362.553663,2.6192,1.8399,0.5929
1362.574507,2.6192,1.8399,0.5929
1362.616338,2.6192,1.8399,0.5928
1362.637500,2.6192,1.8399,0.5928
1362.680439,2.6192,1.8399,0.5928
1362.722535,2.6192,1.8399,0.5928
1362.744288,2.6192,1.8399,0.5928
1362.787097,2.6192,1.8399,0.5927
1362.808346,2.6192,1.8399,0.5928
1362.851164,2.6192,1.8399,0.5927
1362.889103,2.6192,1.8399,0.5928
1362.914852,2.6192,1.8399,0.5928
1362.952268,2.6192,1.8399,0.5927
1362.979247,2.6192,1.8399,0.5927
1363.021261,2.6192,1.8399,0.5927
1363.042879,2.6192,1.8399,0.5927
1363.085496,2.6192,1.8399,0.5927
1363.121068,2.6192,1.8399,0.5926
1363.149579,2.6192,1.8399,0.5926
1363.184270,2.6192,1.8399,0.5926
1363.213150,2.6192,1.8399,0.5926
1363.256143,2.6192,1.8399,0.5926
1363.289316,2.6192,1.8399,0.5926
1363.319637,2.6192,1.8399,0.5925
1363.352385,2.6192,1.8399,0.5925
1363.383355,2.6192,1.8399,0.5924
1363.415679,2.6192,1.8399,0.5924
1363.448137,2.6192,1.8399,0.5924
1363.478863,2.6192,1.8399,0.5924
1363.520876,2.6192,1.8399,0.5925
1363.554498,2.6192,1.8399,0.5924
1363.583630,2.6192,1.8399,0.5924
1363.618096,2.6192,1.8399,0.5924
1363.646661,2.6192,1.8399,0.5924
1363.688813,2.6192,1.8399,0.5924
1363.709874,2.6192,1.8399,0.5924
1363.751940,2.6192,1.8399,0.5923
1363.788799,2.6192,1.8399,0.5923
1363.815920,2.6192,1.8399,0.5923
1363.852857,2.6192,1.8399,0.5923
1363.880188,2.6192,1.8399,0.5923
1363.922609,2.6192,1.8399,0.5923
1363.943871,2.6192,1.8399,0.5923
1363.986097,2.6192,1.8399,0.5923
1364.007206,2.6192,1.8399,0.5923
1364.049287,2.6192,1.8399,0.5922
1364.087531,2.6192,1.8399,0.5922
1364.112516,2.6192,1.8399,0.5922
1364.154829,2.6192,1.8399,0.5922
1364.175855,2.6192,1.8399,0.5922
1364.218130,2.6192,1.8399,0.5922
1364.239257,2.6192,1.8399,0.5921
1364.281565,2.6192,1.8399,0.5922
1364.322631,2.6192,1.8399,0.5922
1364.345433,2.6192,1.8399,0.5922
1364.387704,2.6192,1.8399,0.5922
